date,open,high,low,close,volume,number of trades,Bitcoin Gold BTG,sentiment
2018-04-03 01:00:00,0.00602500,0.00608200,0.00592200,0.00593600,2433.93000000,595,0.0,0.0
2018-04-03 02:00:00,0.00595500,0.00598500,0.00591500,0.00591700,1331.39000000,427,0.0,0.0
2018-04-03 03:00:00,0.00591600,0.00597000,0.00587100,0.00596600,1358.01000000,477,36.0,0.0
2018-04-03 04:00:00,0.00595500,0.00605700,0.00594400,0.00602700,2183.61000000,554,0.0,0.0
2018-04-03 05:00:00,0.00601700,0.00606600,0.00596300,0.00603600,1517.88000000,492,35.0,0.0
2018-04-03 06:00:00,0.00603600,0.00605800,0.00597000,0.00598100,1849.41000000,495,31.0,0.0
2018-04-03 07:00:00,0.00598400,0.00603600,0.00595200,0.00599000,2678.14000000,599,14.0,0.0
2018-04-03 08:00:00,0.00599100,0.00605300,0.00598200,0.00599100,1344.41000000,563,55.0,0.0
2018-04-03 09:00:00,0.00599100,0.00602500,0.00595700,0.00599700,1446.19000000,626,39.0,0.0
2018-04-03 10:00:00,0.00599600,0.00603500,0.00597800,0.00599400,1810.98000000,538,0.0,0.35416666666666663
2018-04-03 11:00:00,0.00599500,0.00602500,0.00595900,0.00598000,1478.98000000,429,0.0,0.0
2018-04-03 12:00:00,0.00599100,0.00601600,0.00595900,0.00599100,1565.48000000,392,31.0,0.0
2018-04-03 13:00:00,0.00600100,0.00660000,0.00599000,0.00632400,15325.96000000,4154,29.0,0.0
2018-04-03 14:00:00,0.00629900,0.00636000,0.00618000,0.00633000,4736.57000000,841,28.0,0.0
2018-04-03 15:00:00,0.00634100,0.00636200,0.00630400,0.00633800,3863.91000000,622,29.0,0.0
2018-04-03 16:00:00,0.00633300,0.00645000,0.00632500,0.00638700,4462.58000000,883,10.0,0.0
2018-04-03 17:00:00,0.00638600,0.00643300,0.00632600,0.00637200,2069.19000000,566,10.0,0.0
2018-04-03 18:00:00,0.00636200,0.00637900,0.00625400,0.00627900,2029.17000000,557,10.0,0.2
2018-04-03 19:00:00,0.00628400,0.00630000,0.00619000,0.00621500,2502.01000000,701,31.0,0.0
2018-04-03 20:00:00,0.00621600,0.00623900,0.00616200,0.00618100,1997.28000000,515,34.0,0.0
2018-04-03 21:00:00,0.00618000,0.00623000,0.00611400,0.00621000,1950.45000000,543,0.0,0.0
2018-04-03 22:00:00,0.00621000,0.00626300,0.00615300,0.00623200,1580.35000000,483,31.0,0.0
2018-04-03 23:00:00,0.00622500,0.00628900,0.00620300,0.00623600,1760.25000000,495,34.0,0.0
2018-04-04 00:00:00,0.00623700,0.00626300,0.00618600,0.00622600,1524.29000000,429,0.0,0.0
2018-04-04 01:00:00,0.00621700,0.00625900,0.00613500,0.00613500,2222.46000000,520,17.0,0.0
2018-04-04 02:00:00,0.00613400,0.00615000,0.00605000,0.00609400,2168.77000000,573,17.0,0.0
2018-04-04 03:00:00,0.00609600,0.00614100,0.00603600,0.00608700,5434.11000000,438,0.0,0.0
2018-04-04 04:00:00,0.00609200,0.00611300,0.00606300,0.00608900,1630.35000000,327,36.0,0.0
2018-04-04 05:00:00,0.00608800,0.00613100,0.00608100,0.00609900,2293.15000000,431,17.0,0.0
2018-04-04 06:00:00,0.00609900,0.00614600,0.00602200,0.00610100,2659.88000000,641,31.0,0.0
2018-04-04 07:00:00,0.00610000,0.00615500,0.00605800,0.00614100,1512.59000000,361,14.0,0.0
2018-04-04 08:00:00,0.00613800,0.00614400,0.00605800,0.00608300,2350.19000000,460,14.0,0.0
2018-04-04 09:00:00,0.00608500,0.00612400,0.00601600,0.00604100,2910.22000000,697,26.0,0.0
2018-04-04 10:00:00,0.00605800,0.00605800,0.00601200,0.00601300,2272.26000000,412,13.0,0.0
2018-04-04 11:00:00,0.00602300,0.00617900,0.00597200,0.00597800,2437.70000000,598,34.0,0.0
2018-04-04 12:00:00,0.00597700,0.00606800,0.00596700,0.00603500,2018.12000000,525,0.0,0.0
2018-04-04 13:00:00,0.00604100,0.00614600,0.00600800,0.00606900,1508.27000000,449,29.0,0.0
2018-04-04 14:00:00,0.00606900,0.00607000,0.00599000,0.00603700,3114.92000000,668,0.0,0.0
2018-04-04 15:00:00,0.00603700,0.00604600,0.00600500,0.00604400,2030.49000000,453,19.0,0.0
2018-04-04 16:00:00,0.00604400,0.00611100,0.00601100,0.00604700,2219.86000000,504,19.0,0.0
2018-04-04 17:00:00,0.00602300,0.00612300,0.00602300,0.00609800,1321.79000000,347,10.0,0.0
2018-04-04 18:00:00,0.00609800,0.00613800,0.00604300,0.00604300,1535.99000000,407,10.0,0.25
2018-04-04 19:00:00,0.00607500,0.00617400,0.00604600,0.00615100,1596.05000000,431,10.0,0.0
2018-04-04 20:00:00,0.00614800,0.00619900,0.00610000,0.00614200,1437.11000000,394,12.0,0.0
2018-04-04 21:00:00,0.00613500,0.00615000,0.00608100,0.00610800,1073.65000000,264,0.0,0.3666666666666667
2018-04-04 22:00:00,0.00612500,0.00615000,0.00610800,0.00613800,1228.31000000,307,48.0,0.0
2018-04-04 23:00:00,0.00613300,0.00613800,0.00609400,0.00609700,1935.44000000,369,0.0,0.0
2018-04-05 00:00:00,0.00609700,0.00613800,0.00607300,0.00611800,980.03000000,326,0.0,0.15
2018-04-05 01:00:00,0.00611700,0.00613900,0.00608900,0.00612400,1051.19000000,309,17.0,0.0
2018-04-05 02:00:00,0.00611200,0.00612500,0.00607700,0.00609300,705.20000000,399,17.0,0.0
2018-04-05 03:00:00,0.00610500,0.00610900,0.00607200,0.00607400,1625.23000000,520,0.0,0.0
2018-04-05 04:00:00,0.00607600,0.00613300,0.00607200,0.00607700,1776.09000000,483,37.0,0.0
2018-04-05 05:00:00,0.00607700,0.00610000,0.00604400,0.00604800,1621.94000000,571,17.0,0.0
2018-04-05 06:00:00,0.00605700,0.00611800,0.00604700,0.00607200,1127.43000000,393,31.0,0.0
2018-04-05 07:00:00,0.00609000,0.00609000,0.00597200,0.00598900,2608.09000000,622,29.0,0.0
2018-04-05 08:00:00,0.00598900,0.00599800,0.00590200,0.00596100,4072.56000000,584,0.0,0.0
2018-04-05 09:00:00,0.00597200,0.00602100,0.00595400,0.00600300,2059.53000000,455,13.0,0.0
2018-04-05 10:00:00,0.00599300,0.00601800,0.00590200,0.00596700,1807.95000000,393,77.0,0.1875
2018-04-05 11:00:00,0.00596800,0.00599200,0.00594000,0.00596400,1356.63000000,367,12.0,0.0
2018-04-05 12:00:00,0.00596600,0.00599700,0.00591600,0.00592800,1604.26000000,494,11.0,0.0
2018-04-05 13:00:00,0.00592800,0.00594300,0.00589600,0.00592200,3013.16000000,420,10.0,0.0
2018-04-05 14:00:00,0.00594200,0.00599400,0.00592300,0.00597200,2334.82000000,471,39.0,0.0
2018-04-05 15:00:00,0.00595400,0.00599100,0.00593300,0.00593700,1296.79000000,474,10.0,0.2424242424242424
2018-04-05 16:00:00,0.00594100,0.00597600,0.00590700,0.00591200,1797.61000000,452,0.0,0.0
2018-04-05 17:00:00,0.00591600,0.00595500,0.00590800,0.00594200,1079.17000000,399,10.0,0.0
2018-04-05 18:00:00,0.00594400,0.00596200,0.00590700,0.00593100,1395.36000000,396,42.0,0.0
2018-04-05 19:00:00,0.00593100,0.00595900,0.00588200,0.00589800,1399.63000000,481,22.0,0.0
2018-04-05 20:00:00,0.00590400,0.00594000,0.00588000,0.00593000,1440.57000000,399,24.0,0.0
2018-04-05 21:00:00,0.00593100,0.00670000,0.00586500,0.00602100,36980.94000000,8821,98.0,0.0
2018-04-05 22:00:00,0.00602500,0.00620000,0.00597100,0.00608800,4332.91000000,945,32.0,0.0
2018-04-05 23:00:00,0.00608900,0.00611800,0.00601500,0.00605900,2947.16000000,451,17.0,0.0
2018-04-06 00:00:00,0.00607800,0.00612000,0.00604000,0.00610800,1784.15000000,347,35.0,0.0
2018-04-06 01:00:00,0.00609600,0.00613700,0.00608500,0.00611800,1245.57000000,371,17.0,0.0
2018-04-06 02:00:00,0.00611700,0.00613500,0.00607100,0.00607300,2023.72000000,443,18.0,0.0
2018-04-06 03:00:00,0.00607100,0.00610300,0.00603400,0.00607600,1631.69000000,350,18.0,0.0
2018-04-06 04:00:00,0.00607800,0.00608400,0.00602600,0.00606300,1547.37000000,380,56.0,0.0
2018-04-06 05:00:00,0.00604400,0.00608400,0.00603400,0.00606900,1515.50000000,341,35.0,0.0
2018-04-06 06:00:00,0.00606300,0.00607000,0.00600200,0.00603600,1944.45000000,608,0.0,0.0
2018-04-06 07:00:00,0.00602800,0.00603800,0.00593000,0.00593700,2546.41000000,657,30.0,0.0
2018-04-06 08:00:00,0.00593300,0.00598400,0.00590700,0.00595100,3365.30000000,611,100.0,0.0
2018-04-06 09:00:00,0.00594900,0.00596700,0.00587500,0.00593500,2610.50000000,572,0.0,0.0
2018-04-06 10:00:00,0.00593900,0.00598100,0.00589600,0.00589700,1681.14000000,419,0.0,0.0
2018-04-06 11:00:00,0.00590200,0.00593300,0.00588500,0.00590200,924.83000000,382,24.0,0.0
2018-04-06 12:00:00,0.00589800,0.00597500,0.00589800,0.00595100,2673.14000000,509,11.0,0.0
2018-04-06 13:00:00,0.00595200,0.00599000,0.00595100,0.00595600,3005.72000000,558,0.0,0.25
2018-04-06 14:00:00,0.00595800,0.00598300,0.00594200,0.00594900,1245.95000000,421,20.0,0.0
2018-04-06 15:00:00,0.00594900,0.00598000,0.00594000,0.00597600,333.26000000,354,30.0,0.0
2018-04-06 16:00:00,0.00597000,0.00598100,0.00594000,0.00595600,1521.12000000,414,21.0,0.0
2018-04-06 17:00:00,0.00595600,0.00599600,0.00590000,0.00595100,1400.63000000,367,32.0,0.25
2018-04-06 18:00:00,0.00596200,0.00598800,0.00594900,0.00597300,1309.99000000,345,22.0,0.0
2018-04-06 19:00:00,0.00596400,0.00599900,0.00594000,0.00595500,1113.92000000,376,0.0,0.0
2018-04-06 20:00:00,0.00596700,0.00602000,0.00594100,0.00594800,1746.06000000,423,0.0,0.0
2018-04-06 21:00:00,0.00595900,0.00597100,0.00594000,0.00596600,823.42000000,319,0.0,0.0
2018-04-06 22:00:00,0.00596700,0.00598300,0.00593700,0.00595200,531.63000000,310,17.0,0.0
2018-04-06 23:00:00,0.00595200,0.00595900,0.00591800,0.00594000,1034.56000000,390,0.0,0.0
2018-04-07 00:00:00,0.00594000,0.00599800,0.00593200,0.00595700,622.64000000,392,19.0,0.0
2018-04-07 01:00:00,0.00596700,0.00596700,0.00591100,0.00593600,1306.62000000,354,19.0,0.0
2018-04-07 02:00:00,0.00594800,0.00597200,0.00591200,0.00593400,752.28000000,248,0.0,0.0
2018-04-07 03:00:00,0.00593000,0.00594300,0.00591500,0.00591700,1012.69000000,392,39.0,0.0
2018-04-07 04:00:00,0.00591600,0.00592400,0.00590100,0.00590400,1627.61000000,374,20.0,0.0
2018-04-07 05:00:00,0.00590500,0.00592000,0.00590000,0.00591400,1249.76000000,327,19.0,0.0
2018-04-07 06:00:00,0.00591500,0.00594800,0.00590100,0.00593200,1717.31000000,364,36.0,0.0
2018-04-07 07:00:00,0.00593200,0.00597400,0.00591300,0.00594800,1528.18000000,402,0.0,0.0
2018-04-07 08:00:00,0.00594800,0.00597400,0.00591700,0.00594200,1025.30000000,394,33.0,0.0
2018-04-07 09:00:00,0.00594400,0.00595800,0.00590300,0.00591700,842.55000000,318,0.0,0.0
2018-04-07 10:00:00,0.00592900,0.00593800,0.00588000,0.00590000,2381.88000000,364,30.0,0.0
2018-04-07 11:00:00,0.00589900,0.00593300,0.00588300,0.00591300,1790.98000000,390,0.0,0.0
2018-04-07 12:00:00,0.00591300,0.00592500,0.00590100,0.00591600,1828.52000000,307,13.0,0.0
2018-04-07 13:00:00,0.00591600,0.00595400,0.00590200,0.00591200,1126.94000000,373,12.0,0.0
2018-04-07 14:00:00,0.00590700,0.00594400,0.00590000,0.00592000,1296.86000000,405,23.0,0.0
2018-04-07 15:00:00,0.00591500,0.00594300,0.00587100,0.00587300,1536.97000000,450,22.0,0.0
2018-04-07 16:00:00,0.00588700,0.00593500,0.00584900,0.00590000,1973.80000000,518,11.0,0.0
2018-04-07 17:00:00,0.00589900,0.00595100,0.00588500,0.00590600,1876.45000000,415,23.0,0.0
2018-04-07 18:00:00,0.00590600,0.00593300,0.00589800,0.00590300,2516.02000000,351,35.0,0.0
2018-04-07 19:00:00,0.00590900,0.00591800,0.00589500,0.00590100,1480.00000000,428,13.0,0.0
2018-04-07 20:00:00,0.00591700,0.00591900,0.00590100,0.00591900,1963.56000000,421,0.0,0.0
2018-04-07 21:00:00,0.00591200,0.00597900,0.00590300,0.00594200,2607.09000000,318,30.0,0.0
2018-04-07 22:00:00,0.00593100,0.00598100,0.00590400,0.00592800,1789.68000000,362,34.0,0.0
2018-04-07 23:00:00,0.00594000,0.00600800,0.00590200,0.00592900,1543.18000000,489,55.0,0.0
2018-04-08 00:00:00,0.00593800,0.00594800,0.00590500,0.00591600,1218.62000000,387,19.0,0.0
2018-04-08 00:00:00,0.00593800,0.00594800,0.00590500,0.00591600,1218.62000000,387,17.0,0.0
2018-04-08 01:00:00,0.00591600,0.00597200,0.00590600,0.00591000,794.93000000,285,52.0,0.0
2018-04-08 02:00:00,0.00591300,0.00592400,0.00590300,0.00590900,403.13000000,252,0.0,0.0
2018-04-08 03:00:00,0.00590900,0.00593900,0.00590300,0.00590500,995.38000000,380,18.0,0.0
2018-04-08 04:00:00,0.00590500,0.00593800,0.00588900,0.00590500,1640.48000000,369,56.0,0.0
2018-04-08 05:00:00,0.00591100,0.00597000,0.00590100,0.00595300,1954.34000000,420,0.0,0.0
2018-04-08 06:00:00,0.00595000,0.00596800,0.00590000,0.00592400,951.60000000,311,17.0,0.0
2018-04-08 07:00:00,0.00592700,0.00595900,0.00591100,0.00595900,1338.52000000,305,15.0,0.0
2018-04-08 08:00:00,0.00594100,0.00596300,0.00591700,0.00591800,1002.29000000,360,30.0,0.0
2018-04-08 09:00:00,0.00591700,0.00596700,0.00589100,0.00592000,1836.90000000,572,14.0,0.0
2018-04-08 10:00:00,0.00592400,0.00595800,0.00590100,0.00592600,1745.53000000,404,0.0,0.0
2018-04-08 11:00:00,0.00592600,0.00595400,0.00590000,0.00591900,1756.47000000,439,13.0,0.0
2018-04-08 12:00:00,0.00592100,0.00600800,0.00592000,0.00597000,2727.67000000,560,12.0,0.0
2018-04-08 13:00:00,0.00596900,0.00599600,0.00595500,0.00598800,1956.82000000,461,33.0,0.0
2018-04-08 14:00:00,0.00597800,0.00599200,0.00596600,0.00596900,1307.18000000,399,10.0,0.0
2018-04-08 15:00:00,0.00597700,0.00598800,0.00596900,0.00598400,2129.46000000,377,10.0,0.0
2018-04-08 16:00:00,0.00598400,0.00600500,0.00597300,0.00599400,1762.03000000,411,0.0,0.0
2018-04-08 17:00:00,0.00598700,0.00600800,0.00596900,0.00600800,1786.10000000,328,10.0,0.0
2018-04-08 18:00:00,0.00600400,0.00600800,0.00597300,0.00599800,1198.34000000,322,21.0,0.0
2018-04-08 19:00:00,0.00599100,0.00599900,0.00593800,0.00595500,1435.45000000,279,65.0,0.0
2018-04-08 20:00:00,0.00594900,0.00599500,0.00593000,0.00595400,852.60000000,315,0.0,0.0
2018-04-08 21:00:00,0.00595900,0.00600000,0.00594700,0.00596100,661.50000000,316,0.0,0.0
2018-04-08 22:00:00,0.00596100,0.00600600,0.00594700,0.00597400,872.39000000,316,0.0,0.0
2018-04-08 23:00:00,0.00598900,0.00604300,0.00592500,0.00597400,1572.20000000,418,0.0,0.0
2018-04-09 00:00:00,0.00597800,0.00600700,0.00594800,0.00600400,790.88000000,411,0.0,0.0
2018-04-09 01:00:00,0.00598100,0.00605000,0.00598000,0.00602900,1635.15000000,473,16.0,0.0
2018-04-09 02:00:00,0.00603000,0.00613100,0.00600200,0.00603900,2831.60000000,1333,16.0,0.0
2018-04-09 03:00:00,0.00603900,0.00606700,0.00600200,0.00603600,1781.48000000,507,0.0,0.0
2018-04-09 04:00:00,0.00603400,0.00606700,0.00601100,0.00602600,971.55000000,314,0.0,0.0
2018-04-09 05:00:00,0.00601900,0.00602600,0.00597800,0.00600600,2431.52000000,471,16.0,0.0
2018-04-09 06:00:00,0.00600600,0.00601600,0.00597900,0.00601200,1094.67000000,413,0.0,0.0
2018-04-09 07:00:00,0.00601000,0.00605700,0.00599600,0.00602300,1279.88000000,407,13.0,0.0
2018-04-09 08:00:00,0.00602300,0.00613600,0.00599100,0.00603500,2532.13000000,634,50.0,0.0
2018-04-09 09:00:00,0.00603500,0.00629000,0.00603500,0.00608000,4764.24000000,1470,12.0,0.0
2018-04-09 10:00:00,0.00608500,0.00616700,0.00600300,0.00603300,3279.13000000,967,0.0,0.0
2018-04-09 11:00:00,0.00602000,0.00603400,0.00592900,0.00599200,2410.05000000,566,0.0,0.0
2018-04-09 12:00:00,0.00599500,0.00601000,0.00595400,0.00600800,1737.42000000,369,0.0,0.0
2018-04-09 13:00:00,0.00600800,0.00601000,0.00594300,0.00596800,10864.23000000,507,18.0,0.0
2018-04-09 14:00:00,0.00596000,0.00598900,0.00594700,0.00596600,1540.47000000,359,17.0,0.0
2018-04-09 15:00:00,0.00596700,0.00601500,0.00596600,0.00600700,1253.25000000,329,17.0,0.0
2018-04-09 16:00:00,0.00600900,0.00603000,0.00600700,0.00601000,1290.40000000,353,9.0,0.0
2018-04-09 17:00:00,0.00601100,0.00605500,0.00601000,0.00603100,1664.77000000,468,27.0,0.0
2018-04-09 18:00:00,0.00602700,0.00604400,0.00598800,0.00601000,1501.26000000,359,0.0,0.0
2018-04-09 19:00:00,0.00600400,0.00603900,0.00597400,0.00600100,1478.53000000,351,20.0,0.0
2018-04-09 20:00:00,0.00600100,0.00609400,0.00600000,0.00604100,1496.85000000,434,11.0,0.0
2018-04-09 21:00:00,0.00604100,0.00605700,0.00600100,0.00603400,964.76000000,376,0.0,0.0
2018-04-09 22:00:00,0.00603400,0.00604600,0.00600800,0.00603400,1151.20000000,285,0.0,0.0
2018-04-09 23:00:00,0.00602300,0.00604800,0.00601500,0.00603000,1378.96000000,261,31.0,0.0
2018-04-10 00:00:00,0.00602200,0.00602900,0.00600100,0.00601200,1067.57000000,276,16.0,0.0
2018-04-10 01:00:00,0.00601800,0.00602800,0.00598300,0.00601800,1176.74000000,413,15.0,0.0
2018-04-10 02:00:00,0.00601400,0.00602900,0.00600000,0.00601800,1661.63000000,371,0.0,0.0
2018-04-10 03:00:00,0.00601100,0.00601800,0.00599100,0.00600600,451.44000000,399,16.0,0.0
2018-04-10 04:00:00,0.00600600,0.00602900,0.00599600,0.00601100,941.75000000,334,100.0,0.0
2018-04-10 05:00:00,0.00601200,0.00604500,0.00600500,0.00601600,2249.17000000,359,16.0,0.0
2018-04-10 06:00:00,0.00602100,0.00603400,0.00598800,0.00601000,1059.13000000,378,28.0,0.0
2018-04-10 07:00:00,0.00601000,0.00601800,0.00597800,0.00600400,1287.86000000,359,13.0,0.0
2018-04-10 08:00:00,0.00600300,0.00602700,0.00595700,0.00595700,4489.71000000,512,13.0,0.0
2018-04-10 09:00:00,0.00595700,0.00595700,0.00591600,0.00593500,3144.70000000,688,12.0,0.0
2018-04-10 10:00:00,0.00593700,0.00597100,0.00588600,0.00589700,4261.21000000,622,11.0,0.0
2018-04-10 11:00:00,0.00590100,0.00594300,0.00589600,0.00590100,5355.19000000,491,21.0,0.0
2018-04-10 12:00:00,0.00590100,0.00590100,0.00589600,0.00590100,4327.80000000,565,19.0,0.0
2018-04-10 13:00:00,0.00590100,0.00596200,0.00589500,0.00594300,4294.84000000,647,0.0,0.0
2018-04-10 14:00:00,0.00594300,0.00600900,0.00593700,0.00596700,3032.13000000,565,8.0,0.0
2018-04-10 15:00:00,0.00596300,0.00598200,0.00594700,0.00595100,1303.31000000,344,9.0,0.0
2018-04-10 16:00:00,0.00595100,0.00598800,0.00593300,0.00594000,1959.23000000,411,0.0,0.0
2018-04-10 17:00:00,0.00594500,0.00595900,0.00580900,0.00595200,4078.47000000,689,0.0,0.0
2018-04-10 18:00:00,0.00595100,0.00596400,0.00593300,0.00595900,1476.96000000,493,18.0,0.0
2018-04-10 19:00:00,0.00595800,0.00598200,0.00592000,0.00595400,2071.23000000,468,0.0,0.0
2018-04-10 20:00:00,0.00594700,0.00595400,0.00588800,0.00589200,3195.86000000,525,10.0,0.0
2018-04-10 21:00:00,0.00589100,0.00593000,0.00588900,0.00591400,2415.70000000,460,25.0,0.0
2018-04-10 22:00:00,0.00591300,0.00594400,0.00589700,0.00593100,2096.29000000,536,0.0,0.0
2018-04-10 23:00:00,0.00593100,0.00595700,0.00591700,0.00593700,1688.09000000,349,16.0,0.0
2018-04-11 00:00:00,0.00594200,0.00596600,0.00591600,0.00595400,1261.25000000,379,31.0,0.0
2018-04-11 01:00:00,0.00595300,0.00597700,0.00591700,0.00596000,1956.78000000,502,0.0,0.0
2018-04-11 02:00:00,0.00596700,0.00597600,0.00594000,0.00596400,735.82000000,365,16.0,0.0
2018-04-11 03:00:00,0.00595200,0.00597100,0.00593700,0.00595000,974.78000000,390,33.0,0.0
2018-04-11 04:00:00,0.00594200,0.00597700,0.00594200,0.00595100,1346.96000000,385,33.0,0.0
2018-04-11 05:00:00,0.00595600,0.00597500,0.00595000,0.00596500,1593.90000000,421,46.0,0.0
2018-04-11 06:00:00,0.00596000,0.00597700,0.00595100,0.00595500,1562.21000000,320,42.0,0.0
2018-04-11 07:00:00,0.00595800,0.00597700,0.00595500,0.00597500,1458.67000000,377,39.0,0.0
2018-04-11 08:00:00,0.00597500,0.00598500,0.00596800,0.00598400,2495.11000000,488,46.0,0.0
2018-04-11 09:00:00,0.00598500,0.00602900,0.00598200,0.00600000,2517.68000000,651,8.0,0.0
2018-04-11 10:00:00,0.00600500,0.00602600,0.00599600,0.00600900,2264.50000000,533,7.0,0.0
2018-04-11 11:00:00,0.00601300,0.00601800,0.00598000,0.00599000,1653.06000000,461,7.0,0.0
2018-04-11 12:00:00,0.00598900,0.00604200,0.00598100,0.00602400,1763.24000000,488,23.0,0.0
2018-04-11 13:00:00,0.00602500,0.00610900,0.00602100,0.00609400,5026.29000000,739,8.0,0.0
2018-04-11 14:00:00,0.00609300,0.00615000,0.00605700,0.00609200,4345.00000000,1066,24.0,0.0
2018-04-11 15:00:00,0.00610200,0.00611600,0.00606500,0.00608800,2071.01000000,534,17.0,0.0
2018-04-11 16:00:00,0.00608600,0.00610500,0.00605000,0.00608000,4541.59000000,658,9.0,0.0
2018-04-11 17:00:00,0.00608400,0.00608700,0.00593800,0.00600300,4473.92000000,1147,0.0,0.0
2018-04-11 18:00:00,0.00601400,0.00603800,0.00590300,0.00597100,3366.96000000,752,0.0,0.0
2018-04-11 19:00:00,0.00596900,0.00597900,0.00590100,0.00595600,4358.60000000,786,10.0,0.0
2018-04-11 20:00:00,0.00596500,0.00602600,0.00596000,0.00600800,4141.09000000,547,21.0,0.0
2018-04-11 21:00:00,0.00600900,0.00613000,0.00600300,0.00606800,2712.57000000,1048,13.0,0.0
2018-04-11 22:00:00,0.00606900,0.00611400,0.00599400,0.00602500,1874.06000000,550,29.0,0.0
2018-04-11 23:00:00,0.00601900,0.00612500,0.00600200,0.00606700,2542.61000000,937,16.0,0.0
2018-04-12 00:00:00,0.00606700,0.00616000,0.00605200,0.00615700,4359.47000000,1014,62.0,0.0
2018-04-12 01:00:00,0.00615100,0.00618900,0.00609900,0.00611300,2879.36000000,1154,15.0,0.0
2018-04-12 02:00:00,0.00610200,0.00614800,0.00609500,0.00612100,1584.61000000,390,0.0,0.0
2018-04-12 03:00:00,0.00612200,0.00614700,0.00602200,0.00611200,5573.45000000,1129,16.0,0.0
2018-04-12 04:00:00,0.00610300,0.00616300,0.00609900,0.00614800,2083.17000000,541,33.0,0.0
2018-04-12 05:00:00,0.00613700,0.00617100,0.00612300,0.00614600,3008.35000000,337,16.0,0.0
2018-04-12 06:00:00,0.00613800,0.00615900,0.00605400,0.00608400,3837.98000000,552,0.0,0.0
2018-04-12 07:00:00,0.00608400,0.00613000,0.00604100,0.00607600,2637.91000000,561,13.0,0.0
2018-04-12 08:00:00,0.00607600,0.00608000,0.00602600,0.00604600,1634.52000000,434,13.0,0.0
2018-04-12 09:00:00,0.00604200,0.00606300,0.00590900,0.00595100,5174.43000000,1230,12.0,0.0
2018-04-12 10:00:00,0.00594900,0.00601000,0.00592000,0.00599600,5045.35000000,825,23.0,0.0
2018-04-12 11:00:00,0.00598100,0.00599600,0.00556400,0.00569600,16179.81000000,2468,31.0,0.0
2018-04-12 12:00:00,0.00567400,0.00581100,0.00567200,0.00570000,7920.97000000,1140,29.0,0.0
2018-04-12 13:00:00,0.00570400,0.00579600,0.00563000,0.00572000,7333.32000000,1330,18.0,0.0
2018-04-12 14:00:00,0.00573700,0.00581600,0.00570000,0.00572800,5994.83000000,1017,26.0,0.0
2018-04-12 15:00:00,0.00574400,0.00580000,0.00570400,0.00574300,5270.55000000,727,26.0,0.0
2018-04-12 16:00:00,0.00573700,0.00578100,0.00571800,0.00575200,2366.79000000,534,9.0,0.0
2018-04-12 17:00:00,0.00575200,0.00576900,0.00571500,0.00574300,3450.43000000,613,9.0,0.0
2018-04-12 18:00:00,0.00574100,0.00575700,0.00570100,0.00573100,2791.60000000,474,29.0,0.0
2018-04-12 19:00:00,0.00573000,0.00576700,0.00571800,0.00576400,1480.12000000,320,10.0,0.0
2018-04-12 20:00:00,0.00576500,0.00583000,0.00576000,0.00582000,2174.54000000,577,22.0,0.0
2018-04-12 21:00:00,0.00581500,0.00590000,0.00578500,0.00589700,3252.01000000,1051,26.0,0.0
2018-04-12 22:00:00,0.00589800,0.00590700,0.00580500,0.00588000,3384.20000000,970,0.0,0.0
2018-04-12 23:00:00,0.00588800,0.00593200,0.00583700,0.00589300,4346.66000000,880,16.0,0.0
2018-04-13 00:00:00,0.00589200,0.00591700,0.00580000,0.00580600,4851.00000000,934,32.0,0.0
2018-04-13 01:00:00,0.00580600,0.00583500,0.00577800,0.00579800,2711.60000000,575,16.0,0.0
2018-04-13 02:00:00,0.00580500,0.00588300,0.00579900,0.00585600,2932.91000000,583,16.0,0.0
2018-04-13 03:00:00,0.00585800,0.00589300,0.00583300,0.00587400,2439.12000000,637,17.0,0.0
2018-04-13 04:00:00,0.00587900,0.00587900,0.00581900,0.00584700,1884.25000000,380,34.0,0.0
2018-04-13 05:00:00,0.00584700,0.00587900,0.00575200,0.00580400,2559.53000000,478,32.0,0.0
2018-04-13 06:00:00,0.00580400,0.00588700,0.00578000,0.00587800,2531.23000000,531,29.0,0.0
2018-04-13 07:00:00,0.00586900,0.00589200,0.00578800,0.00581900,2734.88000000,704,0.0,0.0
2018-04-13 08:00:00,0.00582100,0.00587600,0.00578500,0.00583700,3706.38000000,858,65.0,0.0
2018-04-13 09:00:00,0.00583100,0.00583400,0.00576700,0.00577700,2921.87000000,975,62.0,0.0
2018-04-13 10:00:00,0.00577600,0.00578600,0.00574100,0.00578600,3215.84000000,733,24.0,0.0
2018-04-13 11:00:00,0.00578600,0.00588200,0.00578200,0.00588100,3109.28000000,890,43.0,0.0
2018-04-13 12:00:00,0.00586300,0.00596200,0.00584200,0.00594200,5720.29000000,1589,20.0,0.0
2018-04-13 13:00:00,0.00592800,0.00594800,0.00582300,0.00584300,3845.85000000,1057,19.0,0.0
2018-04-13 14:00:00,0.00583600,0.00587300,0.00577100,0.00584100,4205.67000000,772,36.0,0.0
2018-04-13 15:00:00,0.00584000,0.00587000,0.00581800,0.00582500,2569.82000000,522,18.0,0.0
2018-04-13 16:00:00,0.00582500,0.00591800,0.00582500,0.00588000,4758.41000000,762,19.0,0.0
2018-04-13 17:00:00,0.00587900,0.00591700,0.00582000,0.00590300,3962.31000000,770,19.0,0.0
