username,date,retweets,favorites,text
AIIAboutBitcoin,2018-05-04 10:00,16,25,"Did you know that # Viacoin will be added to @ TREZOR hardware wallets in their upcoming firmware update? Hardware wallets are a great way to safely store your funds offline! $ VIA offers a wide variety of software, mobile and hardware wallets! # iOS # Android.pic.twitter.com/zrwm8NKkn8"
RNR_0,2018-04-27 13:24,15,53,"Viacoin Vialectrum version 3.1.3.1 is out With support for https://revealer.cc  Linux: https://github.com/vialectrum/vialectrum#getting-started … Windows: https://github.com/vialectrum/vialectrum/releases/download/3.1.3.1/vialectrum-3.1.3.1-setup.exe … $ VIA"
bitfineon,2018-04-27 11:10,21,60,"You still have around 7 hours to prepare for the vote. The candidates for the free listing vote today are: 01coin [$ZOC] Nxt [$NXT] ColossusXT [$COLX] Ardor [$ARDR] StakeNet [$XSN] Ignis [$IGNIS] Viacoin [$VIA] Electroneum [$ETN] - Prepare your $ ALQO !"
DaveSimonoff,2018-04-26 21:04,58,180,"I’m watching huge moves in # via rn, I knew that pump was supposed to happen anyway But I sold in profit early # viacoin $ via # cryptotradingpic.twitter.com/kQYvxWCcAx"
BitcoinPIaza,2018-04-24 15:01,9,39,"Did you know that # Viacoin was the first coin to integrate CHECKLOCKTIMEVERIFY, which is now used in Lightning Network and atomic swaps? CHECKLOCKTIMEVERIFY is mentioned several times in the # Bitcoin Lightning Network whitepaper: http://lightning.network/lightning-network-paper-DRAFT-0.5.pdf … $ VIA pic.twitter.com/OrH1rSMKyR"
TradingWhaIe,2018-04-24 13:09,12,46,"The winner of my 50 $ VIA contest has been picked, congratulations @ danhodler! The winner has been paid using # Viacoin Copay, an user-friendly multisignature wallet. Check out the video to see how easy it is to send (or store) Viacoin! (blame Twitter for the poor video quality). pic.twitter.com/oOWPPqYHV4"
theCryptoChigga,2018-04-23 14:30,8,24,"Groestlcoin $ grs, viacoin $ via and vertcoin $ vtc beat $ bcash, aka bitmain cash, in terms of fundamentals. They are the true payment coins."
Welcome_Crypto,2018-04-22 15:32,20,56,"$ via is a small crypto that is catching up. Relatively low market cap, great tech & community. # viacoin will gain some traction this year. Anywhere below 20K sat is a great entry! pic.twitter.com/p6RbLDELq2"
RNR_0,2018-04-22 08:35,13,47,"Vote Viacoin $ VIA https://twitter.com/BitibuOfficial/status/987713234244382720 …"
viacoin,2018-04-16 16:43,26,72,"Did you know that we have several # Viacoin communities on Telegram? English: https://t.me/viacoin  Dutch: https://t.me/viacoindutch  German: https://t.me/viacoingermany  Chinese: https://t.me/viacoinchinese  We're looking forward to seeing you there! $ VIA"
RNR_0,2018-04-13 01:19,12,81,"Viacoin is will be listed on Singapore's @ ooobtcExchange. Their $ VIA/$BTC market will go live on today on 18:00 UTC."
ooobtcExchange,2018-04-12 14:38,11,36,"Congratulations to viacoin! Build the future together! # viacoin $ via https://twitter.com/viacoin/status/984385770201976832 …"
viacoin,2018-04-08 09:39,14,56,"只今ホワイトペーパーの日本語版を発表しました。 # Viacoin $ VIA https://github.com/viacoin/documents/blob/master/whitepapers/translations/japanese/Viacoin_whitepaper_japanese.pdf …"
AIIAboutBitcoin,2018-04-08 08:00,17,44,"You can store your # Viacoin on @ CoinomiWallet , a multi-coin wallet available on # Android and # iOS. Coinomi makes it easy to introduce friends and family to Viacoin. Scan their receiving QR and send them $ VIA. The 24 second block time makes the transaction nearly instantly. pic.twitter.com/dLFDEEf5V5"
sebipayne,2018-04-08 07:09,0,5,"# Viacoin $ VIA is available to buy from ~1500 ATMs worldwide!! https://twitter.com/viacoin/status/982211486037635072 …"
AIIAboutBitcoin,2018-04-08 06:00,39,104,"What is # Viacoin? Fast - 24 sec. block time Secure - 80+ TH/s network Cheap - $0.001 tx fees Future ready - SegWit, Lightning Network, Atomic Swaps. Limited - 23.176.392 max supply Adoption - ATM support/Copay etc. Ambitious - See 2018 roadmap $ VIA # altcoinpic.twitter.com/BKTHneXzN3"
AIIAboutBitcoin,2018-04-07 21:45,2,4,"Check out this awesome video explaining what # Viacoin is all about: https://www.youtube.com/watch?v=Lj49p2ftBXc … Credits to @ CoinFomo for making the video! $ VIA"
cryptowaleforce,2018-04-07 11:34,1,5,"The latest # Viacoin development # update is now live! https://medium.com/@viacoin/viacoin-development-update-03-2018-651b8c560fb7 … # CRYPTO # CURRENCY # COIN # VIA pic.twitter.com/by6Ahh3w4k"
AltcoinNewsFeed,2018-04-06 11:51,0,2,"$ VIA Viacoin Gets Added to General Bytes ATMs # Viacoin http://AltcoinNewsfeed.com"
cryptowaleforce,2018-04-06 11:17,1,10,"# Viacoin and # Bitcore are now available on @ generalbytes # BTMs ! $ VIA $ BTX # CRYPTO # CURRENCYpic.twitter.com/jkWwaAkrUm"
viacoin,2018-04-06 11:00,79,237,"Viacoin is now available on @ generalbytes ATMs! We will soon publish a guide on how ATM owners can add $ VIA to their ATMs. pic.twitter.com/WWvayEpKkd"
viacoin,2018-04-06 04:58,15,64,"Just a friendly reminder, Viacoin will never give away ETH, VIA or any other cryptocurrency on Twitter. Do not fall for these kinds of scams. When in doubt, feel free to join our Telegram group and ask one of the admins: https://t.me/viacoin"
AltcoinNewsFeed,2018-04-05 10:58,2,5,"$ VIA ViaCoin Now Available on Coinomi Wallet # Viacoin http://AltcoinNewsfeed.com"
the_cryptoeye,2018-04-05 10:57,0,10,"Like if you think VIA is one of the best projects out there"
viacoin,2018-04-05 10:56,39,127,"Viacoin is now available on the @ CoinomiWallet iOS version! $ VIA pic.twitter.com/tnLy1sHTIv"
CryptoRex_,2018-04-05 08:33,1,13,"$ VIA going sideways for the past month once it breakouts: target no.1 - 50k sats target no.2 - 75k sats target no.3 - moon # Viacoin pic.twitter.com/Gbo4t48NJ7"
RNR_0,2018-04-05 08:18,5,51,"Viacoin bech32 HRP added to Satoshi labs. In the future, most Viacoin addresses will start with `via` instead of `v` bech32 (native Segwit addr) produces smaller transactions than P2SH segwit. stronger checksumming/error detection No case sensitivity. https://github.com/satoshilabs/slips/commit/8e1855025baedb2c1bca6dd895f0791fed0ebdb1 …"
PieceOfThePy,2018-04-05 05:54,2,14,"Great write up by Brad! Check it out @ viacoin $ VIA Available on @ binance https://twitter.com/brad2pointo/status/981581281245978625 …"
CryptoVanessa,2018-04-04 21:55,1,12,"Next episode :Behind the Coin @ viacoin $ VIA Follow this guy for more my # crypto fam @ Brad2pointO https://twitter.com/brad2pointo/status/981581281245978625 …"
evilmonkey2016,2018-04-04 06:55,0,6,"its a very sad day when someone who gives as much for free as you has to try and prove their intentions to crypto twitter. Thanks for the info Via looks very interesting"
cryptosyms,2018-04-03 22:09,0,2,"$ VIA keep an eye on it for next days. BBands are squeezing, indicators looking good. Buy the pullback of the breakout as usual for safe entry. # Atomicswap # LightingNetwork # bitcoin # viacoin pic.twitter.com/7tmYgp94WM"
CentralCrypto,2018-04-02 12:15,3,5,"Viacoin (Via) Release Wallet v 0.15.0 https://goo.gl/C7uekX @ viacoin # viacoin $ via # blockchain # cryptocurrency # altcoin # wallet # update # crypto # bitcoinpic.twitter.com/kLv3sKXBSn"
TradingWhaIe,2018-04-02 09:25,2,19,"Just downloaded Viacoin Core 0.15.1 and synced the entire blockchain to test out the Initial Block Download improvements. It is noticeably faster, making the IBD time shorter by over 50%. $ VIA"
cryptbuzz,2018-04-02 03:58,0,0,"Cryptocurrency Release: Viacoin (VIA) 0.15.1 (http://CryptoCoin.cc  News) https://ift.tt/2GN9DQ8 pic.twitter.com/3mxaT6yjTw"
trackingcryptos,2018-04-01 13:26,0,2,"$ VIA # Viacoin Update on Copay https://twitter.com/viacoin/status/980423097953214467 …"
igor_svz85,2018-04-01 12:46,0,2,"Via on track as usual!"
viacoin,2018-04-01 12:34,74,206,"We are close to launching the Viacoin Copay public beta on Android. The last community translations for the Google Playstore are being added as we speak. Stay tuned! $ VIA pic.twitter.com/jQWOk4hKsh"
F_CryptoCurency,2018-04-01 09:57,0,0,"今生中継してる色物でなく、私の本命VIA（Viacoin）が最近元気だ。やっとヤル気を見せ始めた。次の成長株としてここ一週間ほど底値を追いかけていた私の本命です。VIAとLUN。 まだ底値の判断は出来ないが、動きが全然違う。最近やる気になって来た証拠です。"
