username,date,retweets,favorites,text
NewportCityH,2018-05-30 11:40,16,7,"Join us tomorrow for a family fun day, 12.30pm - 4.30pm at Ringland Centre (Cot Farm site). There will be a funfair, face-painting, stalls, sports activities and information stands # HelpingHands # UNITYpic.twitter.com/1cZPTgxs8N"
kukhayal29,2018-05-27 06:50,91,649,"Saya bapak budak, dan saya pun masih ada sifat budak budak mcm @ SyedSaddiq , especially when im around with my kids joking around. At home im a tokey funfair, not a prison guard. My point is you can joke around and having fun a bit. No harm in that."
Ftinxthrh,2018-05-25 07:41,12,12,"Well you should try to live in Jeli. 2 hours away from KB & 45mins from Tanah Merah. The only entertainment we got was a very fun FunFair. You gotta drive that long for a bucket of KFC & a slice of SR cake & also pizza. But still, we love to be there https://twitter.com/4m30w/status/999873141374517249 …"
MolangOfficial,2018-05-22 13:32,8,25,"Here's to funfair fun Get your coloured pencils out! pic.twitter.com/UFThGq1RIp"
Unocoin,2018-05-18 12:28,11,43,"We are excited to announce the launch of 3 more crypto coins today i.e 'Zilliqa', 'Golem' and 'Funfair'. Keep trading onto the live # Unocoin # exchange. # zilliqa # funfair # golem # gnt # fun # zilpic.twitter.com/pGAUXWCZYl"
lisburnccc,2018-05-12 15:56,4,15,"A view of the Family Fun Day from one of the Funfair Rides in Wallace Park. @ ISLANDartsbizpic.twitter.com/jN5PPujhJI"
cryptolili,2018-05-08 22:30,1,24,"Trading done todaytook profits on $ storm still have a big bag. Got $ fun $ zil $ eos $ ocn $ sc ... soon to build on my # FunFair & # OCN bag # OMG & # EOS get more next time!! Now that I traded some profits, $ storm will # CryptoZen # Cryptoqueens # womenincrypto # CryptoTrader pic.twitter.com/zvVvGECeit"
cryptoflashn1,2018-05-08 10:04,0,0,"Latest Crypto Altcoin Trade Funfair Symbol FUN https://goo.gl/fb/bgW7My"
trendingcoins,2018-05-07 18:55,0,3,"[7 days] Trending coins 1. Polymath $ POLY 2. Litecoin $ LTC 3. RChain $ RHOC 4. Stratis $ STRAT 5. FunFair $ FUN 6. Zilliqa $ ZIL 7. 0x $ ZRX 8. Ethereum $ ETH 9. Bitcoin Cash $ BCH 10. VeChain $ VEN"
ShannathShima,2018-05-07 15:52,12,19,"My image 'Waiting For A Ride' here seen how it might look in a kid's bedroom. Buy it now from: http://bit.ly/2rqnSkc # childrensroom # kidsroom # interiordecor # homedecor # bedroom # carousel # horse # carouselhorse # fun # entertainment # funfair # amusement # m… http://bit.ly/2HZVBfh pic.twitter.com/ksY9qOmMKm"
CryptoStatsBot,2018-05-03 09:00,0,0,"Biggest Losers (1 hr) Hshare $ HSR -3.74% Fusion $ FSN -3.28% FunFair $ FUN -2.56% GXChain $ GXS -2.33% Neblio $ NEBL -2.27%"
sheffcarnival,2018-04-23 18:25,13,17,"Being part of @ MigMatFest is both a privilege and a motivation. Sheffield Carnival will be a sanctuary of happiness & fun. Come with your family - wear a costume, enjoy the music and funfair, make some crafts, and eat some food! Not just our day, but the rest of @ MigMatFest too!pic.twitter.com/Mkcut13nr6"
visitjohor_,2018-04-23 02:59,489,330,"Orang Johor Bahru! Jom sepanjang bulan Mei 2018 hingga Julai 2018 ni, memeriahkan Funfair Euro Fun Park dengan lebih dari 20 thrilling ride yang korang patut cuba! | 25 Mei-22 July 2018 | Sutera Mall Johor Bahru | 7.00 Malam - 12.00 Pagi | Lihat link ni, https://bit.ly/2Hn8g7V pic.twitter.com/qZaTGYUS51"
FunFairTech,2018-04-19 11:14,29,110,"A reminder to all of our users that we do not run airdrops or giveaways for free FUN. There are a number of fake accounts on Twitter impersonating FunFair and we would strongly advise not to click on any of their links. Thanks, Team FunFair"
nikkiswishesorg,2018-04-15 17:46,10,12,"We are excited to announce this years Nikki Cross Cup & Family Fun Day is back. Tickets are available via NIKKISWISHES@gmail.com or drop us a DM. @ marcbircham @ RocketLongJOE @ denniswise # charity # football # auction # raffle # funfair # RAF # SASWhoDaresWins # nikkiswishespic.twitter.com/zTiuSJIb3K"
blockonomi,2018-04-12 08:36,12,26,"Gambling on the Blockchain: Beginner’s Guide to Cryptocurrency Gambling Coins - https://blockonomi.com/cryptocurrency-gambling/ … $ EDG $ FUN # edgeless # funfair @ edgelessproject @ FunFairTechpic.twitter.com/ZQLqL4VGQS"
JDLCharity,2018-04-10 08:13,10,5,"JDL family funfair and lifestyle event is back! Join us 21st April 12noon to 8pm for fun activities for the whole family. A FREE kids play section with bouncy castle, giant inflatable slides, face painting, cotton candy, egg and spoon, sack race, musical chairs.... pic.twitter.com/8zNiRvINPK"
ohiobitcoin,2018-04-09 17:15,1,1,"DFSCoin Going to Moon?? DFSCoin or FunFair (FUN) https://goo.gl/Lhr62J # bitcoin # hodl"
NewportCityH,2018-05-31 09:02,6,7,"The family fun day in Ringland is still going ahead today. Come and join us on the grassed area behind Ringland Shopping Centre between 12.30pm-4.30pm. There will be a funfair, face-painting, stalls, sports activities and information stands. pic.twitter.com/OEpE42PHxF"
zieyraazmi999,2018-05-30 16:18,19,75,"Hidup itu tak hari-hari FUN, tapi jika kau hanya lihat yang TAK FUN melebihi yang FUN, maka kehidupan kau akan jadi FUNFAIR. @ thefaizibrahim"
RenCouncilNews,2018-05-28 15:40,6,7,"Come on down to a western-style Gala Day at Robertson Park, Renfrew on Sunday 3 June with stacks of free family fun, live performances, cowboys, western games, a funfair plus activities for kids and adults. http://ow.ly/a5mB50hr22I pic.twitter.com/j8YLb7HXoV"
BirchcliffInfo,2018-05-24 23:43,4,10,"# BirchCliff PS # funfair - Sat June 2nd 11am - 3pm. Fun for the whole family. Bouncy castles, BBQ, Bake Sale, Silent Auction, pie eating contest and much more...... pic.twitter.com/idYko8TjJy"
Unocoin,2018-05-19 15:36,7,43,"Funfair(FUN) trading now LIVE on # Unocoin # exchange. @ FunFairTech # funfair # fun # cryptocurrencypic.twitter.com/T7zGZILsRU"
overheardcoffee,2018-05-19 01:14,2,27,"Picked up a bag of $ FUN # funfair .618 retrace holding, looking decent to me especially with FA moving forward finally. pic.twitter.com/xqtXJMe4eV"
