username,date,retweets,favorites,text
yunodowastaken,2018-05-15 23:32,15,84,"@ OntologyNetwork documentation is just awesome. Looking forward to release of governance and yellow papers # Ontology $ ONT"
CoinsCalendar,2018-05-15 12:19,17,66,"@ OntologyNetwork $ ONT Ontology (ONT) - London Meetup - 17/05/2018 https://www.coinscalendar.com/event/ontology-ont-london-meetup … $ EVENTS $ XVG $ XRP $ ADA $ BTC $ ETH $ LEND $ REQ $ XLM $ NEO"
BoersenMedien,2018-05-14 12:31,0,2,"# Bitcoin # BTC -1.55% # Ethereum # ETH 2.44% # Ripple # XRP 4.02% # Stellar Lumens # XLM -2.87% # BitcoinCash # BCH -3.84% # EOS -3.69% # Cardano # ADA -1.47% # Litecoin # LTC -1.15% # Ontology # ONT 3.16% # Dash # DASH -0.96% # Tron # TRX -2.23% # NEO # NEO 1.5% # Iota # IOT -1% Daten der letzte 24Std pic.twitter.com/wx1nClTDvB"
CryptoLeung,2018-05-12 02:16,13,56,"First ICO to do this! http://Coupit.io  will accept $ ONT and $ EOS as payment. Looks like a potential partnership? These two ecosystems may jump start the entire ecosystem. I am excited to see how ontology will apply here!. @ Andrewofficialh @ coupitcoin"
Ontology_news,2018-05-05 18:32,15,23,"# Ontology founder # LiJun on Huobi Talk May 10th. Don't miss it! $ ONT https://twitter.com/OntologyNetwork/status/992667013649580032 …"
Ontology_news,2018-05-05 18:30,19,46,"$ ONT heading to # London May 17th! # UK # England # Ontology # nep5 $ neohttps://twitter.com/OntologyNetwork/status/992345201304719360 …"
neoojisan,2018-05-03 10:45,24,57,"ONTがドイツのフィンテックファームのNAGAと提携。両者が協力してマーケット拡大を狙うと。ちなみにNAGAはOnchainに出資しているFosunから出資を受けている。Fosunをハブにして提携が拡大していくだろう。 “Press Release: Ontology & NAGA Partnership” by The Ontology Team https://medium.com/ontologynetwork/press-release-ontology-naga-partnership-9230d5eb55bb …"
cry_curr_ar,2018-05-03 03:05,3,44,"Ontology $ ONT はとうとうエアドロップ配布分だけで1BTCになったのじゃ pic.twitter.com/zWsk4tCHBX"
YearTo_Date,2018-05-02 11:16,53,84,"The best performing # CMC top 300 of # April 2018!! 1. # ZClassic $ ZCL 2. # NANJCOIN $ NANJ 3. # Primecoin $ XPM 4. # TrueChain $ TRUE 5. # Mixin $ XIN 6. # Ontology $ ONT 7. # TomoChain $ TOMO 8. # Aeternity $ AE 9. # ODEM $ ODE 10. # SafeExchangeCoin $ SAFEX # crypto # trends # yeartodatepic.twitter.com/LCe84tFcT4"
ihl79,2018-04-28 06:53,6,22,"Aside from generating by simply holding $ ONT, # Ontology $ ONG GAS can also be rewarded to you by staking your ONT to become a validator! VBFT ensures individuals get a fair chance to be a validator! More partnerships to be announced after our MainNet. Be ready. $ ONT https://twitter.com/OntologyNetwork/status/990061692192145408 …"
ihl79,2018-04-27 08:14,3,38,"We all started somewhere. Big shout-out to @ Brad_Laurie for being the first legend to bring # Elastos and # Ontology to the masses. Before then, I was 100% $ NEO, but Brad opened my eyes to the beauty of Elastos & Ontology too - the # SmartEconomy trifecta. $ NEO $ ONT $ ELApic.twitter.com/QZr3Gml85W"
ihl79,2018-04-23 06:35,10,31,"I tell all those people close to me that if they think $ ONT is expensive at $4, they really do not understand the value of a global trust network, or a bridge to private/gov systems. Don't FOMO later when Ontology GAS blows up the price of $ ONT. $ NEO $ ONT $ ELA $ NEXhttps://twitter.com/ihl79/status/988302860415881216 …"
Ontology_news,2018-04-20 17:15,25,57,"$ ONT pioneering a new consensus algorithm! Innovation from the # OntologyNetwork team knows no bounds! `VBFT is a new consensus algorithm that combines PoS, VRF (Verifiable Random Function), and BFT. It is the core consensus algorithm of OCE ( # Ontology Consensus Engine).` https://twitter.com/OntologyNetwork/status/987304121697890306 …"
OntologyNetwork,2018-04-20 12:17,193,444,"Ontology Launches VBFT, a Next-Generation Consensus Mechanism, Becoming one of the First VRF-Based Public Chains https://medium.com/ontologynetwork/ontology-launches-vbft-a-next-generation-consensus-mechanism-becoming-one-of-the-first-vrf-based-91f782308db4 … $ ONT"
Ontology_news,2018-04-19 13:33,12,43,"$ ONT Founder Li Jun speaking in # Seoul # Korea at # HashedLounge. # ontology https://twitter.com/OntologyNetwork/status/986921956065734659 …"
OntologyNetwork,2018-04-19 10:58,52,217,"Li Jun, Founder of Ontology, is at Hashed Lounge in Seoul this evening, introducing Ontology to the Korean community. $ ONT pic.twitter.com/FaoyL10Beh"
krypto_max,2018-04-18 12:31,12,42,"$ ONT Aristotle 2020: the “Next-Generation Internet” @ OntologyNetwork hopes to establish a “blockchain trust zone” within the internet based on Ontology’s blockchain network and trust collaboration platform. https://medium.com/ontologynetwork/elaborating-on-the-ontology-roadmaps-18100c449402 …"
Ontology_news,2018-04-18 10:30,14,45,"Check out the $ ONT roadmap! # Ontology # OntologyNetwork $ NEO # NEP5https://twitter.com/OntologyNetwork/status/986542463295696897 …"
OntologyNetwork,2018-04-18 09:50,123,311,"Elaborating on the Ontology Roadmaps https://medium.com/ontologynetwork/elaborating-on-the-ontology-roadmaps-18100c449402 … $ ONT"
ihl79,2018-04-15 18:59,26,60,"$ NEO #1 public blockchain. Holders receive $ GAS $ ONT # TrustNetwork of choice for government & enterprise. Holders receive Ontology GAS. $ ELA Secure # IOT Operating System for the new # SmartWeb. Holders receive sugar dividends. Be # Smart. Bet on # China"
CryptoLeung,2018-04-14 06:47,7,34,"Ontology has a busy year I’ll be analyzing this.. stay tuned this will be a phenomenal year for ont. https://twitter.com/amateora/status/984845761283112960 …"
Ontology_news,2018-04-12 14:22,12,30,"$ ONT https://twitter.com/OntologyNetwork/status/984381319831470080 …"
OntologyNetwork,2018-04-12 10:42,158,375,"Ontology gives you full control over your data and its use, including the option to reap the benefits of your own data, for yourself, and only if you choose to do so. That is the power of blockchain. Read more about Ontology at: https://ont.io/ . $ ONT pic.twitter.com/1GSwkgu0Ot"
CryptoStatsBot,2018-04-12 05:00,1,1,"Biggest Losers (1 hr) DigiByte $ DGB -4.06% Ontology $ ONT -2.9% Gnosis $ GNO -2.47% Gas $ GAS -1.91% Bytom $ BTM -1.86%"
Ontology_news,2018-04-12 04:08,29,52,"Don't miss the $ NEO meetup in Amsterdam! $ ONT # Amsterdam # Netherlands # Blockchain # Ontology >>> https://neo.amsterdam/ <<<pic.twitter.com/yNz2mhUowx"
OntologyNetwork,2018-04-11 09:23,164,420,"Ontology Partners with Several International Ecosystem Co-Builders https://medium.com/ontologynetwork/ontology-partners-with-several-international-ecosystem-co-builders-ad7c830bb321 … $ ONT"
ihl79,2018-04-11 09:02,12,44,"Much like $ NEO, Ontology holders are rewarded with a generated utility token : $ ONG gas. $ ONT is an indivisible share in the platform - a token for governance, so it should not be compared to other utility tokens. pic.twitter.com/e2eNBSyHQb"
crypto_bobby,2018-04-06 15:50,8,116,"Ontology has been crushing it in a bear market. I don't own any $ ONT, but keeping on eye on it"
CryptoInsiderX,2018-04-06 00:33,17,68,"For the past month, the strongest coin in all of # crypto started as a free airdrop. # Ontology, you are a beast. # ONT $ ONT pic.twitter.com/lzaOXuGcm9"
SwitcheoNetwork,2018-04-05 09:22,75,163,"$ CPX $ ONT $ SWH $ NEO We are excited to announce that Apex (CPX) and Ontology (ONT) will be listing on Switcheo Exchange today at 6pm SGT (UTC + 8 ) https://medium.com/switcheo/switcheo-apex-ontology-listing-d7348b9dcb8e …"
Ontology_news,2018-04-05 08:18,33,84,"OnChain in talks with Chinese government officials. $ NEO $ ONT # China # Blockchainhttps://twitter.com/caterina_zhang/status/981468749373911040 …"
CryptoCriedWolf,2018-04-05 07:03,1,9,"Today's 24-hour has some good names topping the list: Best returns (24h): 1. Ontology +12.2% $ ONT 2. @ iconominet +11.8% $ ICN 3. TRON +10.6% $ TRX # blockchain # altcoins"
ihl79,2018-04-05 07:03,6,22,"This amazing overview of $ ONT from @ CryptoLeung will explain why Ontology is breaking all trends. People are smarter now, they understand that enterprise adoption requires compliance, regulation, gov approval, identity, verification and trust. $ ONT and $ NEO provide all of thishttps://twitter.com/CryptoLeung/status/978033221471420416 …"
crypto_alert,2018-04-05 06:00,2,4,"Top 3! 3/3 - # Ontology # ONT $ ONT Last 24h - 9.51% MarketCap - 509821918.0€ 2.11337€ 0.00038฿"
mickel_ans,2018-04-05 03:32,1,23,"Almost every time I have spoke up about # Ontology since the airdrop someone has mentioned `wait though it's overpriced`. Even back when it was 1.30. I'm not debating this or the current marketcap, but when is it not overpriced to you? Honest question. $ ONT"
ihl79,2018-04-04 23:52,2,23,"Not even surprised that Ontology remains bullish during this current BTC dip. Collaborations with government bodies, announcements of Venture Capital investments, plans for international adoption. If anything, I'm surprised that it is still so affordable. $ ONT $ NEO # SmartEconomy"
007Macmac007,2018-04-04 12:43,0,8,"Get behind the real and let go of the fake! Ontology is the real deal! Vechain is the real deal! Dragonchain might surprise a ton of people in 2018! But this is about Ontology, $ ont Let'$$$$$$ Goooooo!!! @ OntologyNetwork $ xrp $ eos $ etc $ eth $ neohttps://twitter.com/Brad_Laurie/status/981451834190569472 …"
ihl79,2018-04-04 12:16,16,41,"Catherine is making it clear - the Chinese Gov has signed off on this. Bio-metric Identity Verification is a reality now & will be utilised by Ontology, connecting people to their social security data etc. That's real world usage of private and government data. $ ONT $ TKYhttps://twitter.com/CatherineTHEKEY/status/981481794385059845 …"
SmartTipps,2018-04-04 09:02,2,14,"$ ONT # Ontology - you guys checked the price lately? One of the good surprises in this market. Slowly going up. # crypto # cryptolife is good!https://twitter.com/Brad_Laurie/status/981451834190569472 …"
OntologyNetwork,2018-04-04 07:41,186,394,"Ontology announces venture capital cooperation to co-build a next generation chain network, and welcomes more ecosystem co-builders. $ ONT https://medium.com/ontologynetwork/ontology-announces-venture-capital-cooperation-to-co-build-a-next-generation-chain-network-52addf28d211 …"
neoicos,2018-04-03 20:35,2,12,"# NEO # Ontology $ ont # blockchainhttps://twitter.com/OntologyNetwork/status/981053795697217536 …"
ccm_house,2018-04-03 16:42,2,7,"# Ontology: A # Blockchain-Based `Trust Ecosystem` on the # NEO Network - Crypto Core Media - https://cryptocoremedia.com/ontology-blockchain-trust/ … - # Cryptocurrency # DistributedTrust # Ont pic.twitter.com/fNdw09fIoi"
kucoincom,2018-04-03 04:20,47,172,"Ontology (ONT) Withdrawals Are Now Enabled See the official announcement here: https://news.kucoin.com/en/ontology-ont-withdrawals-are-now-enabled/ … @ OntologyNetwork"
OntologyNetwork,2018-04-02 07:21,12,36,"@ Yamato (Discord ID) joins Ontology Technology Community as Blockchain Technology Professional If you are not on Discord, come join us: http://discord.gg/4TQujHj/ ! $ ONT"
Ontology_news,2018-04-02 05:51,13,55,"What a month! @ Ontology_News reached more than 300,000 people generating 15,000 engagements including more than 1,000 new followers! Thank you all for your support. $ ONT $ NEO # NEP5 $ OBT $ UHC $ ATLAS $ Crypto $ THOR $ VERIS $ GAS $ ACAT $ DBC $ QLC $ TNC $ RPX $ ZPT $ TKY $ IAM $ NRV # AIRDROPpic.twitter.com/WPGTnOGXcV"
Ontology_news,2018-04-01 11:42,4,12,"More than 16,000 people viewed the $ GAS # giveaway generating more than 900 engagements and 250 new followers. Keep an eye out for more giveaways soon =) @ Ontology_news $ ONT # Airdrop $ rpx $ nexpic.twitter.com/8nVJCxscYu"
rizzock24,2018-04-01 02:02,1,5,"I cannot say enough good stuff about Ontology $ ONT I hope that the price gets back to the low 1$’s so I can load the F out of the boat!!! This is going to be the winner this year."
SludgeFeed,2018-04-01 00:16,5,9,"Top Weekly # Cryptoccurency Gainers: # Matryx ( # MTX) +130.74% # TargetCoin ( # TGT) +87.25% # SureRemit ( # RMT) +72.42% # DMarket ( # DMT) +67.97% # Ontology ( # ONT) +64.82% # Ravencoin ( # RVN) +54.17% # Eroscoin ( # ERO) +46.28% # QLINK ( # QLC) +34.39%https://sludgefeed.com/crypto-week-in-review-markets-dive-despite-bullish-announcements/ …"
