username,date,retweets,favorites,text
Bancor,2018-05-30 18:48,20,78,"http://Decent.bet  (DBET) is LIVE on the Bancor Network. Instantly convert $ DBET, $ BNT, $ POE and 95+ other # tokens directly from your # wallet. http://ban.cr/DecentBet @ Decent_Betpic.twitter.com/io6fKcLoDO"
iiblockchain,2018-05-30 15:01,15,39,"# Decentralized Applications Are The Future # Dapp! Take A Look At: - $ BNT @ Bancor - $ QLC @ QLCchain - $ MLN @ melonport - $ REQ @ RequestNetwork - $ GNO @ gnosisPMhttp://bit.ly/2L52CZy"
su_kuslari,2018-05-14 13:27,4,11,"# Consensus2018 de bugün; • # Ark ( $ ARK ) • # Decentraland ( $ MANA ) • # Bancor ( $ BNT ) • # Agrello ( $ DLT ) • # Stellar ( $ XLM ) • # TheKey ( $ TKY ) • # Civic ( $ CVC ) • # Litecoin ( $ LTC ) • # AION ( $ AION ) • # Qtum ( $ QTUM ) • # PundiX ( $ NPXS ) • # Zcash ( $ ZEC )"
Yodaskk,2018-05-14 12:12,4,17,"Coins that will be most exposed to Consensus 2018 Monday, May 14 • Ark (ARK) • Decentraland (MANA) • Bancor (BNT) • Agrello (DLT) • Stellar (XLM) • TheKey (TKY) • Civic (CVC) • Litecoin (LTC) • AION (AION) • Qtum (QTUM) • Pundi X (NPXS) • Zcash (ZEC) $ btc # crypto"
kei_obata,2018-05-14 01:38,16,42,"Etherscanにおけるトランザクション数で見たDEXランキング。 1位 Bancor:112502 2位 DDEX:60560 3位 Radar Relay:32695 4位 Paradex:20816 5位 Kyber Network:19733 6位 ERC dEX:164 7位 Tokenlon(imToken):126 8位 Shark Relay:90 9位 IDT Exchange:58 # BNT # 0x # KNChttps://twitter.com/sharkrelay/status/995672315286474752 …"
kei_obata,2018-05-08 04:24,5,22,"Bancorは4/11から5/2までに以下トークンをサポートし、取り扱い総数は77となりました。 PundiX(NPXS) Measurable Data Token(MDT) SyncFab(MFG) Auctus(AUC) BlitzPredict(XBP) Fintrux(FTX) Chainium(CHX) Datarius(DTRC) Ripio(RCN) Zippie(ZIPT) Transcodium(TNS) Amon(AMN) # BNT https://twitter.com/bancor/status/993505832603176961 …"
Haejin_Crypto,2018-05-05 02:14,5,24,"KABOOOOOM!! Bancor (BNT) Delivers 192% PROFIT per Projection by @ haejin!! What's Next?https://steemit.com/bancor/@haejin/kabooooom-bancor-bnt-delivers-192-profit-per-projection-by-haejin-what-s-next …"
zippiehq,2018-04-30 11:51,35,44,"Exciting news! The # Zippie token, ZIPT, is now transferable and available on the @ Bancor Network https://medium.com/zippie/our-zippie-token-zipt-is-now-transferable-and-available-on-the-bancor-network-3a0b617f1d46 … # ethereum # blockchain # smartphone $ ZIPT $ BNT pic.twitter.com/H7V69VBkPB"
get_delta,2018-04-25 13:41,22,81,"We're glad to announce that ∆ Delta now supports @ Bancor & all of its tokens & coins it supports, including of course their own $ BNT. Happy # cryptocurrency tracking! ∆pic.twitter.com/bUUrxQl92X"
Bancor,2018-04-24 11:39,20,59,". @ BlitzPredict (XBP) is LIVE on the Bancor Network for continuous, # decentralized and automated # liquidity. Check out the Web App to convert $ XBP, $ ETH, $ EOS, $ BNT and other # tokens directly from your # wallet. http://bit.ly/BancorBlitzXBP pic.twitter.com/jOqW4b3unc"
Haejin_Crypto,2018-04-23 23:39,3,23,"Bancor (BNT): KABOOOM! A 147% Price Explosion! https://steemit.com/bancor/@haejin/bancor-bnt-kabooom-a-147-price-explosion …"
jointventuresio,2018-04-23 12:20,230,132,"JOINT token holders will have access to continuous liquidity on the Bancor Network, and JOINT could be easily convertible with crypto tokens such as ETH, EOS, BNT, BNB and many others. pic.twitter.com/ipUd0Gt8AT"
Bancor,2018-04-23 06:50,38,92,"Pundi X (NPXS) is live on the Bancor Network, and with every # token connected to one another, any pair is possible: $ NPXS/$ETH, NPXS/$BNT, NPXS/$EOS plus 60 more! Check it out now: https://buff.ly/2F8cDBD @ PundiXLabs @ PundiXLabs_jp pic.twitter.com/ZtoyWJUzr2"
kei_obata,2018-04-22 02:01,3,10,"Bancorで分散型年金プラットフォームの`Auctus`を取引できるようになりました。 # BNT # AUChttps://twitter.com/auctusproject/status/987695374000410624 …"
SyncFab,2018-04-17 21:53,28,39,"Official: SyncFab Announces Integration with the Bancor Protocol. Learn how you can easily convert $ MFG to $ ETH $ OMG $ EOS $ BNT $ BNB and more. http://ow.ly/XMro30jxJXP # Blockchain # MFG # SyncFab # Bancor # Cryptocurrency # Crypto # Ethereum # UtilityToken"
infomarketingru,2018-04-09 09:02,0,1,"Bancor (BNT) — LendIt Fintech USA 2018 in San Francisco Polymath (POLY) — LendIt Fintech USA 2018 in San Francisco # Tezos (Pre-Launch) (XTZ) — LendIt Fintech USA 2018 in San Francisco Wanchain (WAN) — LendIt Fintech USA 2018 in San Francisco"
CoinMarketCal,2018-04-07 16:45,5,19,"08/04 # cryptocurrency # events $ SPD Q&A + Weekly Update $ NANO Banano Airdrop $ AION $ BNT BNT and AION Event $ UFO UFO Logo Bounty Source: http://coinmarketcal.com , @ cmcal_bot & http://t.me/cmcal_bot  Follow: @ StipendOff @ nanocurrency @ Aion_Network @ Bancor @ UFOCoins"
onchainfx,2018-05-22 15:05,1,9,"Added Bancor $ BNT - https://onchainfx.com/asset/bancor @ Bancor"
Bancor,2018-05-16 17:32,27,73,"http://Po.et  (POE) is LIVE on the Bancor Network for continuous, # decentralized and automated # liquidity. Check out the Web App to convert $ POE, $ BNT, $ EOS, $ NPXS and other # tokens directly from your # wallet. https://ban.cr/Poet @ _poetprojectpic.twitter.com/jahi8ZOVUA"
Alpha_Token,2018-05-14 16:24,24,28,"Dear # Alpha's After a short meeting We are proud to announce a collaboration with the @ Bancor Network! $ A has been accepted into their # exchange, and will be working with the team to bring our # listing the day # token distribution ends. # alphainvesting # alphatoken # bancor # bnt pic.twitter.com/kP6bNSM7f3"
sniperstube,2018-05-14 09:30,5,16,"# Altcoins that will be getting the most exposure at the # Consensus2018, based on the time they will speak: *May 14, 2018 Batch 1: - People are really hyped up about # Ark (ARK). - # Decentraland ( # MANA) and # Bancor ( # BNT). - # Agrello ( # DLT). # crypto # BlockchainWeek2018"
itsNimble,2018-05-13 23:10,2,6,"# NMBL will be adopting the @ Bancor protocol right after our token launches in June/July Learn more via @ Medium - https://bit.ly/2KmwLTL # NMBL # Bancor # BNT # cryptocurrencies # exchange # ethereum # ETH # integration # progress # unity # UKpic.twitter.com/nx0vJis2ND"
